背番号,Unnamed: 1,HG,名前,Pos.,出生地 ※1,生年月日,身長/体重,出場 試合数 ※2,ゴール 数 ※3,player_no,position,player_name,birth,height_weight,club_key,club_name,fetched_at,source_url
25.0,,,小島 雅也,DF,埼玉県,1997/11/9,170/64,0,0,25.0,DF,小島 雅也,1997/11/9,170/64,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
29.0,,,宮崎 海冬,DF,東京都,2002/12/24,173/65,1,0,29.0,DF,宮崎 海冬,2002/12/24,173/65,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
38.0,,,山本 義道,DF,福岡県,1995/7/25,185/75,2,0,38.0,DF,山本 義道,1995/7/25,185/75,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
39.0,,,庄司 朋乃也,DF,群馬県,1997/10/8,187/78,0,0,39.0,DF,庄司 朋乃也,1997/10/8,187/78,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
55.0,,,松本 大輔,DF,埼玉県,1998/9/10,183/85,2,0,55.0,DF,松本 大輔,1998/9/10,183/85,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
71.0,,,櫻井 風我,DF,東京都,2000/9/11,175/72,2,0,71.0,DF,櫻井 風我,2000/9/11,175/72,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
7.0,,,土佐 陸翼,MF,神奈川県,2000/4/27,174/70,0,0,7.0,MF,土佐 陸翼,2000/4/27,174/70,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
8.0,,,大山 啓輔,MF,埼玉県,1995/5/7,174/67,1,0,8.0,MF,大山 啓輔,1995/5/7,174/67,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
14.0,,,石原 崇兆,MF,静岡県,1992/11/17,172/67,0,0,14.0,MF,石原 崇兆,1992/11/17,172/67,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
15.0,,,西谷 優希,MF,栃木県,1993/10/5,165/60,2,0,15.0,MF,西谷 優希,1993/10/5,165/60,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
17.0,,,加藤 大樹,MF,奈良県,1993/3/14,170/67,2,0,17.0,MF,加藤 大樹,1993/3/14,170/67,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
23.0,,,四宮 悠成,MF,徳島県,2003/1/11,175/63,2,0,23.0,MF,四宮 悠成,2003/1/11,175/63,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
26.0,,,村田 迅,MF,群馬県,2002/9/18,173/70,0,0,26.0,MF,村田 迅,2002/9/18,173/70,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
33.0,,HG,沖崎 颯,MF,石川県,2001/4/10,175/67,0,0,33.0,MF,沖崎 颯,2001/4/10,175/67,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
41.0,,,嶋田 慎太郎,MF,熊本県,1995/12/5,165/60,2,0,41.0,MF,嶋田 慎太郎,1995/12/5,165/60,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
9.0,,,ブワニカ 啓太,FW,東京都,2002/12/16,186/75,0,0,9.0,FW,ブワニカ 啓太,2002/12/16,186/75,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
10.0,,,パトリック,FW,ブラジル,1987/10/26,187/85,2,1,10.0,FW,パトリック,1987/10/26,187/85,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
11.0,,,杉浦 恭平,FW,静岡県,1989/1/11,177/69,2,0,11.0,FW,杉浦 恭平,1989/1/11,177/69,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
13.0,,,白輪地 敬大,FW,神奈川県,2001/12/7,172/68,2,0,13.0,FW,白輪地 敬大,2001/12/7,172/68,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
18.0,,,大澤 朋也,FW,千葉県,2002/9/6,175/72,2,1,18.0,FW,大澤 朋也,2002/9/6,175/72,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
30.0,,,大谷 駿斗,FW,石川県,1997/1/17,173/64,0,0,30.0,FW,大谷 駿斗,1997/1/17,173/64,kanazawa,ツエーゲン金沢,2026-02-22T16:18:31,https://www.jleague.jp/club/ajax_player/
1.0,,,伊東 倖希,GK,神奈川県,1996/5/17,188/75,1,0,1.0,GK,伊東 倖希,1996/5/17,188/75,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
21.0,,,櫛引 政敏,GK,青森県,1993/1/29,186/85,0,0,21.0,GK,櫛引 政敏,1993/1/29,186/85,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
31.0,,,笠原 淳,GK,新潟県,1989/7/21,188/82,0,0,31.0,GK,笠原 淳,1989/7/21,188/82,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
41.0,,,本吉 勇貴,GK,神奈川県,1992/9/22,181/77,1,0,41.0,GK,本吉 勇貴,1992/9/22,181/77,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
2.0,,,平井 駿助,DF,和歌山県,2002/9/7,186/73,0,0,2.0,DF,平井 駿助,2002/9/7,186/73,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
3.0,,,宮城 雅史,DF,沖縄県,1991/1/19,179/81,2,0,3.0,DF,宮城 雅史,1991/1/19,179/81,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
4.0,,,井出 敬大,DF,千葉県,2001/8/18,180/71,0,0,4.0,DF,井出 敬大,2001/8/18,180/71,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
5.0,,,西山 大雅,DF,神奈川県,1999/8/24,183/77,2,1,5.0,DF,西山 大雅,1999/8/24,183/77,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
13.0,,,小泉 隆斗,DF,神奈川県,1994/9/5,168/64,1,0,13.0,DF,小泉 隆斗,1994/9/5,168/64,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
26.0,,,角田 駿,DF,群馬県,1996/9/24,180/73,1,0,26.0,DF,角田 駿,1996/9/24,180/73,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
36.0,,,前川 智敬,DF,兵庫県,1999/4/7,170/67,0,0,36.0,DF,前川 智敬,1999/4/7,170/67,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
44.0,,,藤谷 壮,DF,兵庫県,1997/10/28,178/70,1,0,44.0,DF,藤谷 壮,1997/10/28,178/70,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
48.0,,,谷田 壮志朗,DF,東京都,2005/7/10,180/70,0,0,48.0,DF,谷田 壮志朗,2005/7/10,180/70,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
55.0,,,小野寺 健也,DF,神奈川県,1997/11/18,184/77,0,0,55.0,DF,小野寺 健也,1997/11/18,184/77,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
6.0,,,薬真寺 孝弥,MF,大分県,1999/3/7,174/70,0,0,6.0,MF,薬真寺 孝弥,1999/3/7,174/70,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
7.0,,,久保田 和音,MF,愛知県,1997/1/1,170/62,1,0,7.0,MF,久保田 和音,1997/1/1,170/62,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
8.0,,,中村 健人,MF,大分県,1997/9/1,173/66,2,0,8.0,MF,中村 健人,1997/9/1,173/66,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
10.0,,,人見 拓哉,MF,栃木県,1997/12/18,177/69,2,0,10.0,MF,人見 拓哉,1997/12/18,177/69,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
11.0,,,三宅 海斗,MF,岡山県,1997/8/27,175/72,1,0,11.0,MF,三宅 海斗,1997/8/27,175/72,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
14.0,,,白石 智之,MF,群馬県,1993/6/10,174/63,2,0,14.0,MF,白石 智之,1993/6/10,174/63,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
16.0,,,鈴木 翔太,MF,静岡県,2000/10/8,168/66,0,0,16.0,MF,鈴木 翔太,2000/10/8,168/66,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
17.0,,,木下 礼生,MF,岡山県,2002/9/25,165/59,1,0,17.0,MF,木下 礼生,2002/9/25,165/59,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
22.0,,,庄司 一輝,MF,福岡県,2000/12/28,161/60,0,0,22.0,MF,庄司 一輝,2000/12/28,161/60,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
23.0,,,竜田 柊士,MF,大阪府,1998/12/5,174/64,1,0,23.0,MF,竜田 柊士,1998/12/5,174/64,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
24.0,,,ロメロ フランク,MF,ペルー,1987/8/19,178/77,1,0,24.0,MF,ロメロ フランク,1987/8/19,178/77,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
28.0,,,田部井 悠,MF,群馬県,1999/6/25,172/65,2,0,28.0,MF,田部井 悠,1999/6/25,172/65,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
32.0,,,海口 彦太,MF,神奈川県,1996/12/9,177/71,2,0,32.0,MF,海口 彦太,1996/12/9,177/71,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
35.0,,,南 拓都,MF,三重県,2002/5/9,175/66,0,0,35.0,MF,南 拓都,2002/5/9,175/66,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
47.0,,,渡邉 綾平,MF,神奈川県,2002/2/8,170/68,1,0,47.0,MF,渡邉 綾平,2002/2/8,170/68,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
9.0,,,森本 ヒマン,FW,栃木県,1997/5/1,188/87,1,0,9.0,FW,森本 ヒマン,1997/5/1,188/87,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
15.0,,,菊島 卓,FW,千葉県,1993/12/31,177/75,0,0,15.0,FW,菊島 卓,1993/12/31,177/75,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
18.0,,,秋山 駿,FW,大阪府,1999/8/26,178/70,2,0,18.0,FW,秋山 駿,1999/8/26,178/70,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
29.0,,,日野 友貴,FW,愛媛県,1997/6/15,170/65,2,0,29.0,FW,日野 友貴,1997/6/15,170/65,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
77.0,,,北條 真汰,FW,大阪府,2001/5/20,175/70,2,0,77.0,FW,北條 真汰,2001/5/20,175/70,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
99.0,,,奥田 陽琉,FW,千葉県,2001/5/23,181/80,0,0,99.0,FW,奥田 陽琉,2001/5/23,181/80,shiga,レイラック滋賀ＦＣ,2026-02-22T16:18:33,https://www.jleague.jp/club/ajax_player/
1.0,,,宮澤 樹,GK,長野県,2003/5/12,184/78,0,0,1.0,GK,宮澤 樹,2003/5/12,184/78,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
15.0,,,岡田 慎司,GK,愛媛県,1996/3/10,180/78,0,0,15.0,GK,岡田 慎司,1996/3/10,180/78,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
49.0,,,黒川 雷平,GK,愛媛県,2003/6/7,195/85,1,0,49.0,GK,黒川 雷平,2003/6/7,195/85,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
96.0,,,マルク ヴィト,GK,スペイン,1996/3/10,189/80,2,0,96.0,GK,マルク ヴィト,1996/3/10,189/80,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
2.0,,,高畠 捷,DF,神奈川県,2003/7/4,176/70,1,0,2.0,DF,高畠 捷,2003/7/4,176/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
5.0,,,鈴木 大誠,DF,奈良県,1996/5/28,182/78,1,0,5.0,DF,鈴木 大誠,1996/5/28,182/78,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
8.0,,,吉田 新,DF,千葉県,2000/6/29,173/69,3,0,8.0,DF,吉田 新,2000/6/29,173/69,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
16.0,,,奥田 雄大,DF,徳島県,1997/5/1,182/80,0,0,16.0,DF,奥田 雄大,1997/5/1,182/80,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
22.0,,,生駒 稀生,DF,鹿児島県,1997/11/21,182/71,3,1,22.0,DF,生駒 稀生,1997/11/21,182/71,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
27.0,,,中山 雅斗,DF,京都府,2001/12/9,179/74,2,0,27.0,DF,中山 雅斗,2001/12/9,179/74,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
33.0,,,佐藤 大翔,DF,神奈川県,2002/12/24,183/72,3,0,33.0,DF,佐藤 大翔,2002/12/24,183/72,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
36.0,,,石井 大生,DF,神奈川県,2003/12/29,190/81,3,0,36.0,DF,石井 大生,2003/12/29,190/81,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
40.0,,,吉村 弦,DF,大阪府,1996/5/21,173/70,0,0,40.0,DF,吉村 弦,1996/5/21,173/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
7.0,,,田村 亮介,MF,奈良県,1995/5/8,171/65,3,0,7.0,MF,田村 亮介,1995/5/8,171/65,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
10.0,,,森田 凜,MF,徳島県,2002/2/14,180/75,3,1,10.0,MF,森田 凜,2002/2/14,180/75,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
11.0,,,佐藤 諒,MF,愛知県,1997/9/24,169/64,1,0,11.0,MF,佐藤 諒,1997/9/24,169/64,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
18.0,,,後藤 卓磨,MF,徳島県,1997/7/16,165/60,3,0,18.0,MF,後藤 卓磨,1997/7/16,165/60,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
20.0,,,國武 勇斗,MF,大阪府,2005/12/20,180/70,1,0,20.0,MF,國武 勇斗,2005/12/20,180/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
21.0,,,戸水 利紀,MF,アメリカ合衆国,2002/9/30,170/67,3,0,21.0,MF,戸水 利紀,2002/9/30,170/67,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
28.0,,HG,川井 大地,MF,三重県,2006/8/14,180/70,0,0,28.0,MF,川井 大地,2006/8/14,180/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
29.0,,,一村 聖連,MF,熊本県,2004/1/17,170/68,2,0,29.0,MF,一村 聖連,2004/1/17,170/68,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
37.0,,,濵名 元希,MF,福島県,2008/7/29,168/63,0,0,37.0,MF,濵名 元希,2008/7/29,168/63,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
38.0,,,宮下 菖悟,MF,東京都,2003/7/13,166/63,0,0,38.0,MF,宮下 菖悟,2003/7/13,166/63,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
47.0,,,オラスンカンミ,MF,ナイジェリア,2007/7/21,175/66,0,0,47.0,MF,オラスンカンミ,2007/7/21,175/66,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
50.0,,,芝本 蓮,MF,大阪府,1999/7/22,174/70,3,0,50.0,MF,芝本 蓮,1999/7/22,174/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
9.0,,,富樫 佑太,FW,東京都,1995/12/18,173/70,3,0,9.0,FW,富樫 佑太,1995/12/18,173/70,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
14.0,,,望月 想空,FW,兵庫県,2001/4/3,181/77,3,0,14.0,FW,望月 想空,2001/4/3,181/77,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
17.0,,,田村 翔太,FW,愛知県,1995/2/4,168/62,3,1,17.0,FW,田村 翔太,1995/2/4,168/62,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
19.0,,HG,関口 智也,FW,北海道,2007/6/19,185/81,0,0,19.0,FW,関口 智也,2007/6/19,185/81,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
42.0,,,岡﨑 大志郎,FW,埼玉県,2002/6/29,177/75,2,0,42.0,FW,岡﨑 大志郎,2002/6/29,177/75,nara,奈良クラブ,2026-02-22T16:18:35,https://www.jleague.jp/club/ajax_player/
16.0,,,糸原 紘史郎,GK,鳥取県,1998/2/25,185/85,0,0,16.0,GK,糸原 紘史郎,1998/2/25,185/85,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
21.0,,,チェ ヒョンチャン,GK,大韓民国,2001/3/12,189/80,2,0,21.0,GK,チェ ヒョンチャン,2001/3/12,189/80,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
41.0,,,飯田 雅浩,GK,東京都,2000/10/5,185/85,0,0,41.0,GK,飯田 雅浩,2000/10/5,185/85,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
99.0,,,遠藤 雅己,GK,東京都,2001/3/1,188/84,0,0,99.0,GK,遠藤 雅己,2001/3/1,188/84,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
3.0,,,大岩 一貴,DF,愛知県,1989/8/17,182/79,2,0,3.0,DF,大岩 一貴,1989/8/17,182/79,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
5.0,,,喜岡 佳太,DF,東京都,1997/10/5,183/78,2,0,5.0,DF,喜岡 佳太,1997/10/5,183/78,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
14.0,,,下堂 竜聖,DF,鹿児島県,1996/4/17,185/80,0,0,14.0,DF,下堂 竜聖,1996/4/17,185/80,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
15.0,,,板倉 洸,DF,埼玉県,1998/4/6,180/70,0,0,15.0,DF,板倉 洸,1998/4/6,180/70,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
18.0,,,亀川 諒史,DF,大阪府,1993/5/28,177/72,0,0,18.0,DF,亀川 諒史,1993/5/28,177/72,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
49.0,,,峰田 祐哉,DF,神奈川県,2002/12/1,185/76,0,0,49.0,DF,峰田 祐哉,2002/12/1,185/76,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
77.0,,,山本 龍平,DF,三重県,2000/7/16,172/64,1,0,77.0,DF,山本 龍平,2000/7/16,172/64,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
2.0,,,小澤 亮太,MF,埼玉県,2002/12/20,173/68,2,0,2.0,MF,小澤 亮太,2002/12/20,173/68,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
4.0,,,中島 賢星,MF,福岡県,1996/9/23,180/73,1,0,4.0,MF,中島 賢星,1996/9/23,180/73,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
6.0,,,輪笠 祐士,MF,東京都,1996/2/9,170/69,2,0,6.0,MF,輪笠 祐士,1996/2/9,170/69,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
7.0,,,三沢 直人,MF,埼玉県,1995/7/7,180/74,2,0,7.0,MF,三沢 直人,1995/7/7,180/74,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
10.0,,,池上 丈二,MF,熊本県,1994/11/6,165/60,0,0,10.0,MF,池上 丈二,1994/11/6,165/60,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
17.0,,,田邉 光平,MF,三重県,2001/10/9,168/64,2,0,17.0,MF,田邉 光平,2001/10/9,168/64,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
22.0,,,奥山 洋平,MF,岡山県,1999/10/28,173/66,2,0,22.0,MF,奥山 洋平,1999/10/28,173/66,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
24.0,,,沼田 航征,MF,東京都,2002/1/12,177/69,1,0,24.0,MF,沼田 航征,2002/1/12,177/69,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
25.0,,,藤森 颯太,MF,青森県,2003/7/17,170/72,2,0,25.0,MF,藤森 颯太,2003/7/17,170/72,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
27.0,,,水口 飛呂,MF,北海道,2002/1/14,175/68,0,0,27.0,MF,水口 飛呂,2002/1/14,175/68,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
28.0,,,小林 成豪,MF,兵庫県,1994/1/8,176/67,2,2,28.0,MF,小林 成豪,1994/1/8,176/67,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
36.0,,,西堂 久俊,MF,千葉県,2001/3/27,180/76,1,0,36.0,MF,西堂 久俊,2001/3/27,180/76,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
40.0,,,成岡 輝瑠,MF,静岡県,2002/7/28,170/60,2,0,40.0,MF,成岡 輝瑠,2002/7/28,170/60,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
81.0,,,木村 有磨,MF,京都府,2007/2/5,173/65,0,0,81.0,MF,木村 有磨,2007/2/5,173/65,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
88.0,,,野村 直輝,MF,山口県,1991/4/17,168/65,0,0,88.0,MF,野村 直輝,1991/4/17,168/65,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
8.0,,,野寄 和哉,FW,福岡県,2000/6/26,163/59,0,0,8.0,FW,野寄 和哉,2000/6/26,163/59,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
11.0,,,藤岡 浩介,FW,山口県,1994/8/13,174/68,0,0,11.0,FW,藤岡 浩介,1994/8/13,174/68,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
13.0,,,宮吉 拓実,FW,滋賀県,1992/8/7,173/68,0,0,13.0,FW,宮吉 拓実,1992/8/7,173/68,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
19.0,,,山本 駿亮,FW,山口県,1999/3/24,183/80,2,0,19.0,FW,山本 駿亮,1999/3/24,183/80,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
20.0,,HG,末永 透瑛,FW,山口県,2005/10/13,175/68,2,0,20.0,FW,末永 透瑛,2005/10/13,175/68,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
34.0,,,古川 大悟,FW,千葉県,1999/9/15,180/74,2,1,34.0,FW,古川 大悟,1999/9/15,180/74,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
98.0,,,アレフ フィルミーノ,FW,ブラジル,1998/3/16,186/81,0,0,98.0,FW,アレフ フィルミーノ,1998/3/16,186/81,yamaguchi,レノファ山口ＦＣ,2026-02-22T16:18:37,https://www.jleague.jp/club/ajax_player/
